,title,Rate,No_of_Ratings,Format,ReleaseYear,Directed_By,Starring,Price
696,Â¿Quieres ser mi hijo?,5.0,1,Prime Video,2023.0,Ihtzi Hurtado,"Juanpa Zurita,Ludwika Paleta",2.99
697,Look Away,4.0,3010,Prime Video,2018.0,Assaf Bernstein,"India Eisley,Jason Isaacs,Mira Sorvino",2.99
698,Thunderball,4.7,3276,Prime Video,1965.0,Terence Young,"Sean Connery,Claudine Auger,Adolfo Celi",3.89
699,Impact Winter: An Audible Original Audio Series,5.0,10,Prime Video,2022.0,Travis Beacham,"Holliday Grainger,Esme Creed-Miles,Caroline Ford",3.89
700,Zack And Miri Make A Porno,4.6,1705,Prime Video,2008.0,Kevin Smith,"Seth Rogen,Elizabeth Banks,Craig Robinson,Justin Long",3.79
701,Jewel,4.2,42,Prime Video,2001.0,Paul Shapiro,"Farrah Fawcett,Cicely Tyson,Patrick Bergin",3.79
702,The Boogeyman,4.3,470,Prime Video,2023.0,Rob Savage,"Sophie Thatcher,Chris Messina,Vivien Lyra Blair",5.99
703,Our Friend,4.5,8344,Prime Video,2021.0,Gabriela Cowperthwaite,"Jason Segel,Dakota Johnson,Casey Affleck",3.99
704,The Earthing Movie,4.7,235,Prime Video,2017.0,"Josh Tickell,Rebecca Tickell","Deepak Chopra,Mariel Hemmingway,Amy Smart",3.99
705,The Program,4.7,2513,Prime Video,1993.0,David S. Ward,"James Caan,Halle Berry,Omar Epps,Craig Sheffer",3.79
706,A Bride for Christmas,4.5,410,Prime Video,2012.0,Gary Yates,"Arielle Kebbel,Andrew W. Walker,Kimberley Sustad",2.99
707,Death Becomes Her,4.8,14412,Prime Video,1992.0,Robert Zemeckis,"Goldie Hawn,Bruce Willis,Meryl Streep",3.79
708,Lucy,4.6,35319,Prime Video,2014.0,Luc Besson,"Scarlett Johansson,Morgan Freeman,Min-sik Choi",3.79
709,Unseen,4.0,70,Prime Video,2023.0,Yoko Okumura,"Midori Francis,Jolene Purdy,Missi Pyle",3.79
710,The Outsider,4.6,82,Prime Video,2002.0,Randa Haines,"Naomi Watts,Keith Carradine,David Carradine",3.79
711,American Gothic,4.5,302,Prime Video,1988.0,John Hough,"Sarah Torgov,Terence Kelly",3.79
712,Being Frank,4.1,821,Prime Video,2019.0,Miranda Bailey,"Jim Gaffigan,Logan Miller,Samantha Mathis",3.79
713,Susie's Hope,4.5,1054,Prime Video,2014.0,Jerry Rees,"Emmanuelle Vaguer,Burgess Jenkins,John Provost",3.79
714,Jamesy Boy,4.5,250,Prime Video,2014.0,Trevor White,"Mary-Louise Parker,Ving Rhames,James Woods",2.99
715,Waterworld,4.7,10540,Prime Video,1995.0,Kevin Reynolds,"Kevin Costner,Dennis Hopper,Jeanne Tripplehorn",3.79
716,The Imposter,4.0,433,Prime Video,2012.0,Bart Layton,"Frederic Bourdin,Adam O'Brian,Carey Gibson,Anna Ruben",3.79
717,Halloween II,4.7,12733,Prime Video,1981.0,Rick Rosenthal,"Jamie Lee Curtis,Donald Pleasence",3.99
718,"Six Days, Seven Nights",4.7,10579,Prime Video,1998.0,Ivan Reitman,"Harrison Ford,Anne Heche,David Schwimmer",3.99
719,The King's Daughter,4.4,492,Prime Video,2022.0,Sean Mcnamara,"Pierce Brosnon,Kaya Scodelario,William Hurt",3.99
720,A Good Person,4.6,1557,Prime Video,2023.0,Zach Braff,"Florence Pugh,Morgan Freeman,Celeste O'Connor",5.99
721,ParaNorman,4.8,8413,Prime Video,2012.0,"Chris Butler,Sam Fell","Leslie Mann,Casey Affleck,Kodi Smit-McPhee",3.59
722,Mr. Church,4.8,21715,Prime Video,2016.0,Bruce Beresford,"Eddie Murphy,Britt Robertson,Natascha McElhone",3.59
723,The Imposter,4.0,433,Prime Video,2012.0,Bart Layton,"Frederic Bourdin,Adam O'Brian,Carey Gibson,Anna Ruben",3.59
724,American Gothic,4.5,302,Prime Video,1988.0,John Hough,"Sarah Torgov,Terence Kelly",3.59
725,Halloween II,4.7,12733,Prime Video,1981.0,Rick Rosenthal,"Jamie Lee Curtis,Donald Pleasence",3.99
726,Rabbit Hole,4.0,1126,Prime Video,2011.0,John Cameron Mitchell,"Nicole Kidman,Aaron Eckhart,Dianne Wiest",3.99
727,Hitman,4.6,5874,Prime Video,2007.0,Xavier Gens,"Timothy Olyphant,Robert Knepper,Dougray Scott",3.99
728,You Only Live Twice,4.7,2458,Prime Video,1967.0,Lewis Gilbert,Sean Connery,3.99
729,Susie's Hope,4.5,1054,Prime Video,2014.0,Jerry Rees,"Emmanuelle Vaguer,Burgess Jenkins,John Provost",3.99
730,Beyond Hoarding,4.1,101,Prime Video,2019.0,David C. Coffin,"Hillary Estner,John Tikson,Helen Chiarello",3.99
731,A Shot in the Dark,4.6,1099,Prime Video,1965.0,Blake Edwards,"Peter Sellers,Elke Sommer,George Sander",3.99
732,Fall,4.4,176,Prime Video,1997.0,Eric Schaeffer,"Eric Schaeffer,Amanda De Cadenet,Rudolf Martin",3.99
733,7 Signs of Christ's Return,4.1,340,Prime Video,1997.0,Rolf Forsberg,"Edmund Purdom,Michael Rye",3.99
735,Nightmare on Elm Street (2010),4.3,5976,Prime Video,2010.0,Samuel Bayer,"Jackie Haley,Kyle Gallner,Rooney Mara,Katie Cassidy",3.99
736,Rumble Fish,4.4,1420,Prime Video,1983.0,Francis Ford Coppola,"Matt Dillon,Mickey Rourke,Diane Lane,Dennis Hopper",3.59
738,Pearl: An X-traordinary Origin Story,4.3,3226,Prime Video,2022.0,Ti West,"Mia Goth,David Corenswet,Tandi Wright",3.99
739,Fury,4.7,36077,Prime Video,2014.0,David Ayer,"Brad Pitt,Shia LaBeouf,Logan Lerman,Michael Pena",3.99
740,Old School,4.7,12888,Prime Video,2003.0,Todd Phillips,"Luke Wilson,Vince Vaughn,Will Ferrell,Jeremy Piven",3.29
741,Jerry & Marge Go Large,4.6,1959,Prime Video,2022.0,David Frankel,"Bryan Cranston,Annette Bening,Rainn Wilson",3.89
742,The Slammin Salmon,4.5,2528,Prime Video,2009.0,Kevin Heffernan,"Michael Clarke Duncan,Jay Chandrasekhar",3.89
743,Unseen,4.0,70,Prime Video,2023.0,Yoko Okumura,"Midori Francis,Jolene Purdy,Missi Pyle",3.89
744,The Boogeyman,4.3,470,Prime Video,2023.0,Rob Savage,"Sophie Thatcher,Chris Messina,Vivien Lyra Blair",5.99
745,World War Z (Extended),4.7,51314,Prime Video,2013.0,Marc Forster,"Brad Pitt,Mireille Enos,Fana Mokoena,James Badge Dale",3.79
746,Spider-Man: Far From Home,4.7,123576,Prime Video,2019.0,Jon Watts,"Tom Holland,Jake Gyllenhaal,Michael Keaton",3.79
747,Penelope,4.8,2225,Prime Video,2008.0,Mark Palansky,"Christina Ricci,James McAvoy,Reese Witherspoon",3.79
748,Bloodshot,4.3,77581,Prime Video,2020.0,Dave Wilson,"Vin Diesel,Eiza GonzÃ¡lez,Sam Heughan,Guy Pearce",3.59
749,Wild Card,4.2,8806,Prime Video,2015.0,Simon West,"Jason Statham,Stanley Tucci,Sofia Vergara,Anne Heche",3.99
750,The King's Daughter,4.4,492,Prime Video,2022.0,Sean Mcnamara,"Pierce Brosnon,Kaya Scodelario,William Hurt",3.99
751,Underworld: Blood Wars,4.7,25928,Prime Video,2017.0,Anna Foerster,"Kate Beckinsale,Theo James,Tobias Menzies,Lara Pulver",3.59
752,Tim Burton's Corpse Bride,4.8,21660,Prime Video,2005.0,"Tim Burton,Mike Johnson","Johnny Depp,Helena Carter,Emily Watson,Tracey Ullman",3.59
753,A Shot in the Dark,4.6,1099,Prime Video,1965.0,Blake Edwards,"Peter Sellers,Elke Sommer,George Sander",3.59
754,Big Sky River,4.7,117,Prime Video,2022.0,Peter Benson,"Kavan Smith,Emmanuelle Vaugier",3.59
755,Sudden Fury,4.5,105,Prime Video,1993.0,Craig R. Baxley,"Neil Patrick Harris,Johnny Galecki,Linda Kelsey",3.59
756,Hickok,4.0,758,Prime Video,2017.0,Timothy Woodward Jr.,"Luke Hemsworth,Trace Adkins,Kris Kristofferson",3.59
757,Labor Pains,4.3,138,Prime Video,2009.0,Lara Shapiro,"Lindsay Lohan,Cheryl Hines,Chris Parnell",3.59
758,Prey For The Devil,4.3,5,Prime Video,2022.0,Daniel Stamm,"Jacqueline Byers,Debora Zhecheva,Christian Navarro",3.59
759,Last Knights,4.6,3107,Prime Video,2015.0,Kazuaki Kiriya,"Morgan Freeman,Clive Owen,Shoreh Aghdashloo",3.59
760,Passengers,4.6,28518,Prime Video,2016.0,Morten Tyldum,"Jennifer Lawrence,Chris Pratt,Michael Sheen",3.59
761,Noah,4.0,24063,Prime Video,2014.0,Darren Aronofsky,"Russell Crowe,Jennifer Connelly,Ray Winstone",3.59
762,John Tucker Must Die,4.6,4132,Prime Video,2006.0,Betty Thomas,"Jesse Metcalfe,Brittany Snow,Sophia Bush",3.79
763,The Librarian: The Curse Of The Judas Chalice,4.7,1661,Prime Video,2009.0,Jonathan Frakes,Noah Wyle Flynn Carsen,3.79
764,A Cinderella Christmas,4.6,1978,Prime Video,2016.0,Tosca Musk,"Emma Rigby,Peter Porte,Sarah Stouffer,Mindy Cohn",3.79
765,Reprisal,4.0,1149,Prime Video,2018.0,Brian A. Miller,"Bruce Willis,Frank Grillo,Johnathon Schaech",3.79
766,The Many Saints Of Newark,4.3,2425,Prime Video,2021.0,Alan Taylor,"Alessandro Nivola,Leslie Odom Jr.,Jon Bernthal",3.59
767,Fifty Shades Freed,4.8,20801,Prime Video,2018.0,James Foley,"Dakota Johnson,Jamie Dornan,Eric Johnson,Rita Ora",3.59
768,Lovewrecked,4.2,394,Prime Video,2006.0,Randal Kleiser,"Amanda Bynes,Chris Carmack,Jonathan Bennett",3.59
769,Scream 4,4.4,32182,Prime Video,2011.0,Wes Craven,"Courteney Cox,David Arquette,Neve Campbell",3.99
770,Indecent Proposal,4.6,2319,Prime Video,1993.0,Adrian Lyne,"Robert Redford,Demi Moore,Woody Harrelson",3.79
771,Child 44,4.3,2697,Prime Video,2015.0,Daniel Espinosa,"Tom Hardy,Gary Oldman,Noomi Rapace,Joel Kinnaman",3.99
772,09-??????,4.2,330,Prime Video,2017.0,Martin Guigui,"Charlie Sheen,Whoopi Goldberg,Gina Gershon",3.99
773,American History X,4.7,10845,Prime Video,1998.0,Tony Kaye,"Edward Norton,Edward Furlong,Beverly D'Angelo",3.79
774,Blended,4.8,25770,Prime Video,2014.0,Frank Coraci,"Adam Sandler,Drew Barrymore,Wendi McLendon-Covey",3.79
775,Big Sky River,4.7,117,Prime Video,2022.0,Peter Benson,"Kavan Smith,Emmanuelle Vaugier",3.79
776,Odd Thomas,4.6,3962,Prime Video,2014.0,Stephen Sommers,"Willem Dafoe,Anton Yelchin,Nico Tortorella",2.99
777,Noah,4.0,24063,Prime Video,2014.0,Darren Aronofsky,"Russell Crowe,Jennifer Connelly,Ray Winstone",2.99
778,Sahara (2005),4.7,5122,Prime Video,2005.0,Breck Eisner,"PenÃ©lope Cruz,Matthew McConaughey,Steve Zahn",3.79
779,The Best Offer,4.5,777,Prime Video,2014.0,Giuseppe Tornatore,"Geoffrey Rush,Sylvia Hoeks,Jim Sturgess",3.79
780,Independence Day,4.8,7807,Prime Video,1996.0,Roland Emmerich,"Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell",3.79
781,Trolls,4.8,62267,Prime Video,2016.0,"Mike Mitchell,Walt Dohrn","Christopher Mintz-Plasse,Zooey Deschanel",3.79
782,Marvel Studios' Guardians of the Galaxy,4.8,52995,Prime Video,2014.0,James Gunn,"Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel",3.79
783,The Lost World: Jurassic Park,4.7,16359,Prime Video,1997.0,Steven Spielberg,"Jeff Goldblum,Julianne Moore,Pete Postlethwaite",3.59
784,xXx: Return of Xander Cage,4.5,7823,Prime Video,2017.0,D.J. Caruso,"Vin Diesel,Donnie Yen,Deepika Padukone,Kris Wu",3.49
785,Devotion,4.5,3375,Prime Video,2022.0,J.D. Dillard,"Jonathan Majors,Glen Powell,Christina Jackson",5.89
786,Seal of Desire,4.0,66,Prime Video,2022.0,Markiss McFadden,"Markiss McFadden,Ravyn Collier,Mark Justice",5.89
787,Ben Is Back,4.5,3475,Prime Video,2018.0,Peter Hedges,"Julia Roberts,Lucas Hedges,Courtney B. Vance",5.89
788,Guardians of the Galaxy Vol. 3,4.6,11182,Prime Video,2023.0,James Gunn,"Chris Pratt,Zoe SaldaÃ±a,Dave Bautista,Karen Gillan",5.99
789,I Am DurÃ¡n,4.3,241,Prime Video,2019.0,Mat Hodgson,"Roberto DurÃ¡n,Robert De Niro,Sylvester Stallone",3.99
790,Kingsman: The Secret Service,4.7,44769,Prime Video,2015.0,Matthew Vaughn,"Colin Firth,Samuel L. Jackson,Mark Strong",3.79
791,To Catch a Thief,4.8,3768,Prime Video,1955.0,Alfred Hitchcock,"Cary Grant,Grace Kelly,Jesse Royce Landis",3.79
792,The Wedding Ringer,4.7,7840,Prime Video,2015.0,Jeremy Garelick,"Kevin Hart,Josh Gad,Affion Crockett",3.99
793,Love in the Limelight,4.7,63,Prime Video,2022.0,Ron Oliver,"Alexa PenaVega,Carlos PenaVega",3.99
794,Reprisal,4.0,1149,Prime Video,2018.0,Brian A. Miller,"Bruce Willis,Frank Grillo,Johnathon Schaech",3.99
795,Relative Strangers,4.4,106,Prime Video,2006.0,Greg Glienna,"Danny DeVito,Kathy Bates,Ron Livingston,Neve Campbell",3.99
796,Sudden Fury,4.5,105,Prime Video,1993.0,Craig R. Baxley,"Neil Patrick Harris,Johnny Galecki,Linda Kelsey",3.99
797,No manches Frida 2,4.7,2468,Prime Video,2019.0,Nacho G. Velilla,"Martha Higareda,Omar Chaparro,ItatÃ­ Cantoral",3.99
798,Sleepy Hollow,4.7,12066,Prime Video,1999.0,Tim Burton,"Johnny Depp,Christina Ricci,Casper Van Dien",3.99
799,The Train,4.8,537,Prime Video,1965.0,John Frankenheimer,"Burt Lancaster,Paul Scofield,Michel Simon",3.99
801,Harry Potter and the Order of the Phoenix,4.9,52031,Prime Video,2007.0,David Yates,"Daniel Radcliffe,Emma Watson,Rupert Grint",3.99
802,Jurassic Park III,4.7,14810,Prime Video,2001.0,Joe Johnston,"Sam Neill,William H. Macy,TÃ©a Leoni,Alessandro Nivola",3.59
803,The Nun II Extended Preview,5.0,1,Prime Video,2023.0,Michael Chaves,"Taissa Farmiga,Jonas Bloquet,Storm Reid",3.59
804,The Great Debaters,4.8,3539,Prime Video,2007.0,Denzel Washington,"Denzel Washington,Forest Whitaker,Nate Parker",3.59
805,Gambit,4.3,445,Prime Video,1967.0,Ronald Neame,"Shirley MacLaine,Michael Caine,Herbert Lom",3.79
806,Last Knights,4.6,3107,Prime Video,2015.0,Kazuaki Kiriya,"Morgan Freeman,Clive Owen,Shoreh Aghdashloo",3.79
808,New Best Friend,4.1,141,Prime Video,2002.0,Zoe Clarke-Williams,"Mia Kirshner,Meredith Monroe,Dominique Swain",3.99
810,Children of the Corn,4.6,1451,Prime Video,1984.0,Fritz Kiersch,"Peter Horton,Linda Hamilton",2.99
811,The Baker,4.3,281,Prime Video,2023.0,Jonathan Sobol,"Ron Perlman,Elias Koteas,Joel David Moore",5.99
812,Destined At Christmas,4.4,232,Prime Video,2022.0,Brittany Wiscombe,"Shae Robins,Casey Elliott",5.99
813,So B. It,4.5,301,Prime Video,2017.0,Stephen Gyllenhaal,"Talitha Bateman,Alfre Woodard,Jessica Collins",5.99
814,Last Holiday,4.8,16610,Prime Video,2006.0,Wayne Wang,"Queen Latifah,LL Cool J,Timothy Hutton",3.79
815,Mr. Majestyk,4.6,1366,Prime Video,1974.0,Richard Fleischer,"Charles Bronson,Al Lettieri,Linda Cristal,Paul Koslo",3.79
816,An Hour Behind,4.4,736,Prime Video,2017.0,Brian Brough,"Emily Rose,Barry Watson,Ali Durham,Casey Elliott",3.79
817,"Bucktown, U.S.A.",4.5,155,Prime Video,1975.0,Arthur Marks,"Fred Williamson,Pam Grier,Thalmus Rasulala,Tony King",3.79
818,Juice,4.8,3913,Prime Video,1992.0,Ernest Dickerson,"Omar Epps,Tupac Shakur,Jermaine Hopkins,Khalil Kain",3.79
819,The Quiet Man,4.8,14088,Prime Video,1952.0,John Ford,"John Wayne,Maureen O'Hara,Barry Fitzgerald",3.99
820,Horse Soldiers,4.7,1740,Prime Video,1959.0,John Ford,"John Wayne,William Holden,Constance Towers",3.99
821,The Wrong Friend,5.0,1,Prime Video,2018.0,David DeCoteau,"Vivica A. Fox,Li Eubanks,Michael ParÃ©,Tracy Nelson",3.99
822,The Dressmaker,4.1,4608,Prime Video,2015.0,Jocelyn Moorhouse,"Kate Winslet,Liam Hemsworth,Judy Davis,Hugo Weaving",3.99
823,The Girl Who Believes In Miracles,4.7,8381,Prime Video,2021.0,Richard Correll,"Mira Sorvino,Austyn Johnson,Kevin Sorbo",3.99
824,Shoelaces For Christmas,4.6,82,Prime Video,2018.0,Craig Clyde,"Bailey Chase,Jessica Morris,Mia Topalian",3.99
825,Nurses on the Line: The Crash of Flight 7,5.0,1,Prime Video,1993.0,Larry Shaw,"Jennifer Lopez,Robert Loggia,Lindsay Wagner",3.99
826,The Invisible Man,4.7,1287,Prime Video,1933.0,James Whale,"Claude Rains,Gloria Stuart,William Harrigan",3.79
827,Street Code Broken,4.3,61,Prime Video,2022.0,Janaya Black,"Meech Icewood,Denzell Dandridge-Manning,Chelsie",3.79
828,Bottoms,4.5,129,Prime Video,2023.0,Emma Seligman,"Rachel Sennott,Ayo Edebiri,Havana Rose Liu",5.99
829,Cartoon Classics - Vol. 1: 25 Favorite Cartoons - 3 Hours,4.5,521,Prime Video,2017.0,"Max Fleischer,Tex Avery","Bugs Bunny,Daffy Duck,Porky Pig,Little Lulu",5.99
830,The Spy Who Loved Me,4.6,2169,Prime Video,1977.0,Lewis Gilbert,"Roger Moore,Barbara Bach,Curt Jurgens,Richard Kiel",3.99
831,Dune,4.5,42577,Prime Video,2021.0,Denis Villeneuve,"TimothÃ©e Chalamet,Rebecca Ferguson,Oscar Isaac",3.79
832,Ice Girls,4.1,55,Prime Video,2016.0,Damian Lee,"Natasha Henstridge,Elvis Stojko,Sheila McCarthy",3.79
833,Amish Grace,4.7,645,Prime Video,2010.0,Gregg Champion,"Kimberly Williams-Paisley,Tammy Blanchard",3.79
834,Golda,4.3,46,Prime Video,2023.0,Guy Nattiv,"Helen Mirren,Camille Cottin,Lior Ashkenazi",19.99
835,Event Horizon,4.6,7696,Prime Video,1997.0,Paul Anderson,"Laurence Fishburne,Sam Neill,Kathleen Quinlan",19.99
836,The Passion of The Christ,4.8,15558,Prime Video,2004.0,Mel Gibson,"Jim Caviezel,Monica Bellucci,Maia Morgenstern",12.99
837,Forrest Gump,4.9,39509,Prime Video,1994.0,Robert Zemeckis,"Tom Hanks,Robin Wright Penn,Gary Sinise",3.79
838,Scoob!,4.6,58428,Prime Video,2020.0,Tony Cervone,"Frank Walker,Will Forte,Zac Efron,Amanda Seyfried",3.79
840,Rio,4.8,20084,Prime Video,2011.0,Carlos Saldanha,"Jesse Eisenberg,Leslie Mann,Anne Hathaway",3.99
841,The Wrong Car,4.0,172,Prime Video,2016.0,"MarVista Entertainment, Inc.","Danielle Savre,Jackson Davis,Francia Raisa",1.79
842,Saw 2 (Unrated),4.5,1451,Prime Video,2005.0,Darren Lynn Bousman,"Beverley Mitchell,Dina Meyer,Donnie Wahlberg",4.59
843,Blade: Trinity,4.6,3658,Prime Video,2004.0,David S. Goyer,"Wesley Snipes,Kris Kristofferson,Dominic Purcell",4.59
844,The Nun,4.4,33652,Prime Video,2018.0,Corin Hardy,"DemiÃ¡n Bichir,Taissa Farmiga,Jonas Bloquet",3.99
845,Seven Psychopaths,4.4,6105,Prime Video,2012.0,Martin McDonagh,"Colin Farrell,Sam Rockwell,Woody Harrelson",3.59
846,Chained,4.3,1488,Prime Video,2012.0,Jennifer Chambers Lynch,"Vincent D'Onofrio,Julia Ormond,Gina Philips",2.99
847,Sin Nombre (English Subtitled),4.7,2128,Prime Video,2009.0,"Cary Joji Fukunaga,Cary Fukunaga","Paulina Gaitan,Edgar Flores,Kristian Ferrer",2.99
848,The Apostles After Jesus,4.4,216,Prime Video,2017.0,Regardt van den Bergh,"Dean Jones,James Brolin,Jennifer O'Neill",2.99
849,50/50,4.6,2211,Prime Video,2011.0,Jonathan Levine,"Seth Rogen,Joseph Gordon-Levitt,Anjelica Huston",3.79
850,Without a Paddle,4.7,7862,Prime Video,2004.0,Steven Brill,"Seth Green,Matthew Lillard,Dax Shepard,Ethan Suplee",3.39
851,I'll Be Home for Christmas,4.5,162,Prime Video,1997.0,Jerry London,"Ann Jillian,Robert Hays,Ashley Gorrell,Jack Palance",3.39
852,Hostiles,4.6,9490,Prime Video,2018.0,Scott Cooper,"Christian Bale,Rosamund Pike,Wes Studi,Peter Mullan",3.79
853,My Friend Dahmer,4.0,1859,Prime Video,2017.0,Marc Meyers,"Ross Lynch,Alex Wolff,Anne Heche",3.79
854,Held Up,4.4,933,Prime Video,2000.0,Steve Rash,"Jamie Foxx,Nia Long,Barry Corbin,John Cullum",3.79
855,All American Girl: The Mary Kay Letourneau Story,4.4,402,Prime Video,2000.0,Lloyd Kramer,"Penelope Ann Miller,Omar Anguiano,Mercedes Ruehl",3.79
856,Halloween 4: The Return of Michael Myers,4.6,5486,Prime Video,1988.0,Dwight H. Little,"Donald Pleasence,Danielle Harris,George P. Wilbur",3.79
857,Tomorrow Never Dies,4.6,2721,Prime Video,1997.0,Roger Spottiswoode,"Pierce Brosnan,Jonathan Pryce,Michelle Yeoh",3.99
858,Hardball,4.7,3497,Prime Video,2001.0,Brian Robbins,"Keanu Reeves,Diane Lane,John Hawkes",3.99
859,A Nightmare on Elm Street,4.6,13637,Prime Video,1984.0,Wes Craven,"Heather Langenkamp,Johnny Depp,Robert Englund",3.99
860,A Quiet Place,4.6,67696,Prime Video,2018.0,John Krasinski,"Emily Blunt,John Krasinski,Millicent Simmonds",3.39
862,Man of Steel,4.7,29938,Prime Video,2013.0,Zack Snyder,"Amy Adams,Antje Traue,Ayalet Zurer,Russell Crowe",3.39
863,1984,4.2,5600,Prime Video,1985.0,---,"John Hurt,Richard Burton,Suzanna Hamilton",3.39
864,V/H/S,4.2,2978,Prime Video,2012.0,"Adam Wingard,Glenn McQuaid","Joe Swanberg,Adam Wingard,Calvin Reeder,Sophia Takal",2.99
865,Vampire Dog,4.4,156,Prime Video,2012.0,Geoff Anderson,"Collin MacKechnie,Julia Sarah Stone,Amy Matysio",2.99
866,A Royal Christmas on Ice,4.4,51,Prime Video,2022.0,Fred Olen Ray,"Anna Marie Dobbins,Jonathan Stoddard,William Baldwin",2.99
867,Love Marry Kill,4.8,7,Prime Video,2023.0,Trey Haley,"Skyh Black,Monique Coleman",2.99
868,Batman (1989),4.7,11102,Prime Video,1989.0,Tim Burton,"Michael Keaton,Jack Nicholson,Kim Basinger",2.99
869,Lee Daniels' The Butler,4.7,8730,Prime Video,2013.0,Lee Daniels,"Forest Whitaker,Oprah Winfrey,Mariah Carey",3.99
870,Pulse,4.3,1072,Prime Video,2006.0,Jim Sonzero,"Kristen Bell,Rick Gonzalez,Ian Somerhalder",3.99
871,Sniper: The White Raven,4.3,1565,Prime Video,2022.0,Not Specified,"Pavlo Aldoshyn,Maryna Koshkina,Andriy Mostrenko",3.99
872,King Arthur: Legend of the Sword,4.6,19349,Prime Video,2017.0,Guy Ritchie,"Charlie Hunnam,Astrid Berges-Frisbey,Djimon Hounsou",3.99
873,Alvin and the Chipmunks,4.7,7182,Prime Video,2007.0,Tim Hill,"Jason Lee,David Cross,Cameron Richardson",3.99
874,The Right Kind of Wrong,4.0,235,Prime Video,2014.0,"Ryan Kwanten,Sara Canning","Ryan Kwanten,Kristen Hager,Maria Menounos,Jamani",0.99
875,The Dog Who Saved Halloween,4.3,761,Prime Video,2011.0,Peter Sullivan,"Gary Valentine,Dean Cain,Mayim Bialik,Elisa Donovan",0.99
876,A Country Romance,4.3,105,Prime Video,2022.0,Danny Roth,"Alix Angelis,Jonathan Bennett,Violet Tinnirello",0.99
877,Broken Promise,4.2,3,Prime Video,2016.0,Nadeem Soumah,"Ashley Scott,Louis Mandylor,Nick Baillie",0.99
878,The Ninth Gate,4.6,4813,Prime Video,2000.0,Roman Polanski,"Johnny Depp,Lena Olin,Frank Langella",0.99
879,All About You,4.8,383,Prime Video,2001.0,Christine Swanson,"RenÃ©e Elise Goldsberry,Terron Brooks,Debbie Allen",0.99
880,Final Destination 3,4.5,3790,Prime Video,2006.0,James Wong,"Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche",3.99
881,Halloween 4: The Return of Michael Myers,4.6,5486,Prime Video,1988.0,Dwight H. Little,"Donald Pleasence,Danielle Harris,George P. Wilbur",3.99
882,Sing,4.8,77780,Prime Video,2016.0,Garth Jennings,"Matthew McConaughey,Reese Witherspoon",3.99
883,Half Nelson,4.2,418,Prime Video,2018.0,Ryan Fleck,"Ryan Gosling,Jeff Lima,Shareeka Epps",3.99
884,The Great War of Archimedes,4.1,1322,Prime Video,2021.0,Takashi Yamazaki,"Masaki Suda,Jun Kunimura,Tosuku Emoto",3.99
885,The Relic,4.5,2760,Prime Video,1997.0,Peter Hyams,"Penelope Ann Miller,Tom Sizemore,Linda Hunt",3.79
886,A Haunted House 2,4.5,5405,Prime Video,2014.0,Michael Tiddas,"Marlon Wayans,Jaime Pressly,Essence Atkins",3.99
887,V/H/S,4.2,2978,Prime Video,2012.0,"Adam Wingard,Glenn McQuaid","Joe Swanberg,Adam Wingard,Calvin Reeder,Sophia Takal",2.99
888,Personally Yours,4.3,80,Prime Video,2000.0,Jeffrey Reiner,"Valerie Bertinelli,Jeffrey Nordling,Britt Irvin",1.99
889,Cry From the Mountain,4.2,29,Prime Video,1985.0,James F. Collier,"James Cavan,Wes Parker,Rita Walter,Coleen Gray",1.99
890,Hidden Ireland,4.1,22,Prime Video,2023.0,Check Six Productions Inc,Peter Greenberg,0.99
891,The Case of the Whitechapel Vampire,4.2,46,Prime Video,2002.0,Rodney Gibbons,"Matt Frewer,Kenneth Welsh,Shawn Lawrence",0.99
